frame,users,vehicles,average_user_wait_time,vehicle_availability,vehicles_depleted,vehicle_utilization
0,1,10,1.0,100.0,0,0.0
1,2,10,1.0,90.0,0,10.0
2,2,10,1.0,80.0,0,20.0
3,3,10,1.0,80.0,0,20.0
4,4,10,1.25,80.0,0,20.0
5,5,10,1.6,80.0,1,11.11
6,6,10,2.0,70.0,2,12.5
7,5,10,3.0,70.0,2,12.5
8,4,10,3.75,70.0,2,12.5
9,3,10,3.0,70.0,2,12.5
10,1,10,2.0,70.0,3,0.0
11,1,10,3.0,70.0,3,0.0
12,1,10,4.0,70.0,3,0.0
13,2,10,2.5,60.0,3,14.29
14,2,10,3.0,60.0,3,14.29
15,2,10,3.5,60.0,3,14.29
16,2,10,4.0,60.0,4,0.0
17,2,10,5.0,60.0,4,0.0
18,1,10,6.0,60.0,4,0.0
19,1,10,7.0,60.0,4,0.0
20,2,10,4.0,50.0,4,16.67
21,2,10,4.5,50.0,4,16.67
22,2,10,5.0,50.0,4,16.67
23,0,10,0,60.0,4,0.0
24,1,10,1.0,60.0,4,0.0
25,0,10,0,60.0,4,0.0
26,0,10,0,60.0,4,0.0
27,0,10,0,60.0,4,0.0
28,0,10,0,60.0,4,0.0
29,1,10,1.0,60.0,4,0.0
30,1,10,2.0,60.0,4,0.0
31,2,10,2.0,60.0,4,0.0
32,3,10,2.33,60.0,4,0.0
33,3,10,3.33,60.0,4,0.0
34,3,10,3.33,70.0,3,0.0
35,3,10,4.0,70.0,2,12.5
36,2,10,2.5,60.0,2,25.0
37,2,10,2.5,70.0,2,12.5
38,1,10,4.0,70.0,2,12.5
39,1,10,4.0,80.0,1,11.11
40,1,10,4.0,80.0,2,0.0
41,0,10,0,80.0,2,0.0
42,0,10,0,80.0,2,0.0
43,0,10,0,80.0,2,0.0
44,0,10,0,80.0,2,0.0
45,1,10,1.0,90.0,1,0.0
46,2,10,1.0,80.0,1,11.11
47,3,10,1.0,70.0,1,22.22
48,2,10,2.0,80.0,1,11.11
49,2,10,0.5,80.0,1,11.11
50,1,10,0.0,80.0,1,11.11
51,2,10,0.5,80.0,2,0.0
52,2,10,1.5,80.0,2,0.0
53,2,10,2.0,70.0,2,12.5
54,3,10,2.0,70.0,3,0.0
55,3,10,3.0,70.0,3,0.0
56,3,10,3.67,60.0,3,14.29
57,3,10,3.33,60.0,4,0.0
58,2,10,3.5,60.0,4,0.0
59,2,10,3.5,60.0,4,0.0
60,2,10,1.5,60.0,4,0.0
61,3,10,2.0,60.0,4,0.0
62,3,10,2.67,50.0,4,16.67
63,3,10,3.0,40.0,4,33.33
64,2,10,3.5,50.0,4,16.67
65,2,10,1.5,50.0,4,16.67
66,2,10,1.5,60.0,4,0.0
67,2,10,2.0,50.0,4,16.67
68,2,10,2.5,50.0,4,16.67
69,3,10,2.33,60.0,3,14.29
70,2,10,2.0,60.0,3,14.29
71,1,10,3.0,60.0,4,0.0
72,2,10,2.5,60.0,4,0.0
73,1,10,5.0,60.0,4,0.0
74,1,10,6.0,60.0,4,0.0
75,0,10,0,60.0,4,0.0
76,1,10,1.0,60.0,4,0.0
77,1,10,2.0,60.0,4,0.0
78,1,10,3.0,60.0,4,0.0
79,1,10,4.0,60.0,4,0.0
80,1,10,4.0,60.0,3,14.29
81,2,10,2.5,60.0,4,0.0
82,3,10,2.67,60.0,4,0.0
83,4,10,3.0,70.0,3,0.0
84,3,10,3.0,70.0,3,0.0
85,3,10,3.33,50.0,3,28.57
86,3,10,3.67,60.0,2,25.0
87,3,10,4.0,60.0,2,25.0
88,3,10,4.33,60.0,2,25.0
89,1,10,2.0,60.0,4,0.0
90,2,10,2.0,60.0,4,0.0
91,1,10,2.0,60.0,4,0.0
92,1,10,1.0,60.0,4,0.0
93,0,10,0,60.0,4,0.0
94,0,10,0,60.0,4,0.0
95,0,10,0,60.0,4,0.0
96,0,10,0,60.0,4,0.0
97,0,10,0,60.0,4,0.0
98,1,10,1.0,60.0,4,0.0
99,0,10,0,60.0,4,0.0
100,1,10,1.0,70.0,3,0.0
101,1,10,2.0,70.0,3,0.0
102,1,10,3.0,70.0,3,0.0
103,1,10,4.0,70.0,3,0.0
104,1,10,5.0,70.0,3,0.0
105,2,10,3.5,70.0,3,0.0
106,2,10,4.0,60.0,3,14.29
107,1,10,3.0,70.0,3,0.0
108,1,10,4.0,70.0,3,0.0
109,1,10,5.0,70.0,3,0.0
110,1,10,6.0,80.0,2,0.0
111,0,10,0,80.0,2,0.0
112,1,10,1.0,80.0,2,0.0
113,1,10,1.0,70.0,2,12.5
114,2,10,1.0,70.0,2,12.5
115,2,10,1.5,70.0,2,12.5
116,3,10,1.67,70.0,2,12.5
117,3,10,2.33,70.0,3,0.0
118,2,10,4.0,90.0,1,0.0
119,2,10,5.0,90.0,1,0.0
120,3,10,4.0,80.0,1,11.11
121,3,10,4.0,70.0,1,22.22
122,3,10,4.33,70.0,2,12.5
123,3,10,4.33,50.0,2,37.5
124,3,10,2.67,60.0,2,25.0
125,2,10,4.5,60.0,3,14.29
126,2,10,2.0,70.0,3,0.0
127,2,10,3.0,70.0,3,0.0
128,3,10,2.67,60.0,3,14.29
129,4,10,2.75,60.0,3,14.29
130,4,10,3.25,50.0,4,16.67
131,5,10,3.2,40.0,5,20.0
132,5,10,4.0,40.0,5,20.0
133,3,10,4.33,30.0,5,40.0
134,3,10,2.67,40.0,5,20.0
135,2,10,3.5,50.0,5,0.0
136,3,10,3.33,50.0,5,0.0
137,3,10,4.0,40.0,6,0.0
138,2,10,5.0,40.0,6,0.0
139,2,10,6.0,40.0,6,0.0
140,1,10,1.0,40.0,6,0.0
141,2,10,1.5,40.0,6,0.0
142,2,10,2.5,40.0,6,0.0
143,3,10,2.67,40.0,6,0.0
144,3,10,3.67,40.0,6,0.0
145,1,10,5.0,40.0,6,0.0
146,1,10,6.0,50.0,5,0.0
147,0,10,0,50.0,5,0.0
148,0,10,0,50.0,5,0.0
149,0,10,0,50.0,5,0.0
150,0,10,0,50.0,5,0.0
151,0,10,0,60.0,4,0.0
152,0,10,0,60.0,4,0.0
153,1,10,1.0,60.0,4,0.0
154,1,10,2.0,70.0,3,0.0
155,1,10,2.0,60.0,3,14.29
156,1,10,2.0,60.0,3,14.29
157,1,10,2.0,60.0,3,14.29
158,1,10,2.0,60.0,3,14.29
159,2,10,1.5,70.0,3,0.0
160,3,10,2.0,80.0,2,0.0
161,3,10,2.0,80.0,2,0.0
162,4,10,2.5,80.0,2,0.0
163,4,10,3.5,80.0,2,0.0
164,5,10,3.6,70.0,2,12.5
165,4,10,3.5,60.0,3,14.29
166,5,10,3.6,70.0,2,12.5
167,5,10,3.8,70.0,3,0.0
168,4,10,5.25,70.0,3,0.0
169,3,10,5.67,70.0,3,0.0
170,2,10,5.5,70.0,3,0.0
171,1,10,5.0,70.0,3,0.0
172,1,10,6.0,70.0,3,0.0
173,1,10,7.0,70.0,3,0.0
174,0,10,0,70.0,3,0.0
175,0,10,0,70.0,3,0.0
176,1,10,1.0,70.0,3,0.0
177,1,10,2.0,70.0,3,0.0
178,0,10,0,70.0,3,0.0
179,0,10,0,70.0,3,0.0
180,1,10,1.0,70.0,3,0.0
181,0,10,0,70.0,3,0.0
182,0,10,0,70.0,3,0.0
183,0,10,0,70.0,3,0.0
184,1,10,1.0,70.0,3,0.0
185,2,10,1.0,60.0,3,14.29
186,2,10,1.0,50.0,3,28.57
187,2,10,1.0,50.0,3,28.57
188,0,10,0,80.0,2,0.0
189,1,10,1.0,80.0,2,0.0
190,1,10,2.0,80.0,2,0.0
191,1,10,3.0,80.0,2,0.0
192,1,10,4.0,80.0,2,0.0
193,1,10,5.0,80.0,2,0.0
194,1,10,5.0,80.0,1,11.11
195,0,10,0,90.0,1,0.0
196,1,10,1.0,100.0,0,0.0
197,1,10,2.0,100.0,0,0.0
198,1,10,0.0,90.0,0,10.0
199,1,10,0.0,90.0,0,10.0
200,2,10,0.5,90.0,0,10.0
201,2,10,1.0,90.0,0,10.0
202,2,10,0.5,90.0,1,0.0
203,2,10,1.0,80.0,1,11.11
204,2,10,1.5,80.0,1,11.11
205,1,10,1.0,80.0,1,11.11
206,2,10,1.0,80.0,1,11.11
207,1,10,2.0,80.0,2,0.0
208,1,10,3.0,80.0,2,0.0
209,1,10,4.0,80.0,2,0.0
210,1,10,5.0,80.0,2,0.0
211,1,10,6.0,80.0,2,0.0
212,1,10,7.0,80.0,2,0.0
213,1,10,8.0,80.0,2,0.0
214,1,10,1.0,80.0,2,0.0
215,2,10,1.0,70.0,2,12.5
216,2,10,1.5,70.0,2,12.5
217,1,10,3.0,70.0,2,12.5
218,1,10,3.0,70.0,2,12.5
219,1,10,1.0,70.0,3,0.0
220,2,10,1.5,70.0,3,0.0
221,3,10,2.0,70.0,3,0.0
222,3,10,3.0,70.0,3,0.0
223,2,10,3.5,70.0,3,0.0
224,2,10,4.5,70.0,3,0.0
225,2,10,5.5,70.0,3,0.0
226,2,10,6.5,70.0,3,0.0
227,1,10,8.0,70.0,3,0.0
228,1,10,1.0,70.0,3,0.0
229,1,10,2.0,70.0,3,0.0
230,1,10,3.0,70.0,3,0.0
231,2,10,2.5,80.0,2,0.0
232,1,10,2.0,80.0,2,0.0
233,1,10,3.0,80.0,2,0.0
234,1,10,4.0,80.0,2,0.0
235,1,10,5.0,80.0,2,0.0
236,1,10,5.0,80.0,1,11.11
237,1,10,5.0,80.0,2,0.0
238,1,10,1.0,80.0,2,0.0
239,1,10,1.0,70.0,2,12.5
240,2,10,1.0,70.0,2,12.5
241,2,10,1.5,70.0,2,12.5
242,1,10,1.0,70.0,2,12.5
243,1,10,1.0,70.0,3,0.0
244,1,10,2.0,70.0,3,0.0
245,0,10,0,70.0,3,0.0
246,1,10,0.0,60.0,4,0.0
247,1,10,0.0,50.0,5,0.0
248,2,10,0.5,50.0,5,0.0
249,2,10,1.0,40.0,5,20.0
250,2,10,1.5,40.0,5,20.0
251,2,10,2.0,40.0,5,20.0
252,1,10,5.0,50.0,5,0.0
253,2,10,3.5,50.0,5,0.0
254,1,10,2.0,50.0,5,0.0
255,1,10,2.0,40.0,5,20.0
256,1,10,1.0,40.0,6,0.0
257,2,10,1.5,40.0,6,0.0
258,2,10,1.5,40.0,6,0.0
259,2,10,2.5,40.0,6,0.0
260,3,10,2.67,40.0,6,0.0
261,2,10,2.5,30.0,7,0.0
262,3,10,2.67,30.0,7,0.0
263,3,10,3.67,30.0,7,0.0
264,2,10,3.5,30.0,7,0.0
265,2,10,4.5,30.0,7,0.0
266,1,10,6.0,40.0,6,0.0
267,1,10,7.0,40.0,6,0.0
268,0,10,0,40.0,6,0.0
269,0,10,0,40.0,6,0.0
270,0,10,0,40.0,6,0.0
271,1,10,1.0,40.0,6,0.0
272,1,10,2.0,50.0,5,0.0
273,1,10,3.0,50.0,5,0.0
274,0,10,0,50.0,5,0.0
275,0,10,0,60.0,4,0.0
276,0,10,0,70.0,3,0.0
277,0,10,0,80.0,2,0.0
278,0,10,0,80.0,2,0.0
279,0,10,0,80.0,2,0.0
280,0,10,0,80.0,2,0.0
281,0,10,0,80.0,2,0.0
282,0,10,0,80.0,2,0.0
283,0,10,0,80.0,2,0.0
284,0,10,0,80.0,2,0.0
285,0,10,0,90.0,1,0.0
286,0,10,0,90.0,1,0.0
287,1,10,0.0,80.0,1,11.11
288,1,10,0.0,80.0,1,11.11
289,2,10,0.5,80.0,1,11.11
290,3,10,1.0,90.0,0,10.0
291,4,10,1.25,80.0,1,11.11
292,5,10,1.6,70.0,1,22.22
293,4,10,1.5,70.0,1,22.22
294,4,10,2.0,70.0,1,22.22
295,2,10,4.0,70.0,2,12.5
296,2,10,4.5,70.0,2,12.5
297,2,10,5.0,70.0,2,12.5
298,1,10,3.0,70.0,2,12.5
299,1,10,3.0,70.0,3,0.0
300,0,10,0,70.0,3,0.0
